ISDN,AMOUNT,MONTH_ACTIVE,AMOUNT_TOPUP_AVG_MONTH,AMOUNT_TOPUP_MONTH_CHECK,ARPU_EACH_MONTH,ARPU_AVG,STATUS
oput/y7POZJ1hUUQsUXvbg==,50000,139.462962962,266667,200000,235714,235714,1
7QlXBKAa0ryiu6OabheWNQ==,45000,121.591995221,256667,240000,229475,229475,1
pUs24oF/oA4qD0GrJQCItQ==,20000,88.462962962,93333,110000,103212,103212,1
ERs5iTkYaL+G9UoHRrVIuQ==,25000,109.697729988,155000,150000,100347,100347,0
EX06wGLQmEATgxJmvSxgxA==,50000,58.269414575,326667,350000,301101,301101,1
dP9nbST7G6HmKFwchDrmOQ==,10000,112.117084826,46667,60000,49219,49219,0
8lU5d2UFuz+9E9DSoc+3YQ==,25000,43.052568697,150000,20000,116629,116629,0
3QDlHbHiBkGUcTHnPsYrNw==,40000,85.688769414,170000,80000,170137,170137,1
eEq7/3TkoVaGUhiUwSUUyA==,40000,45.753285543,190000,350000,167622,167622,1
X1C37JEoLiZL7o0MNwBnEw==,30000,59.149342891,133333,140000,128558,128558,0
4cfh11xBGUhldC2g4EjPoA==,5000,41.149342891,55000,50000,39777,59666,0
7KuprE5fwDQzJSLOF06+3A==,5000,42.923536439,40000,20000,29326,43989,0
IlcAhofP4jKSoRJOefQTxg==,50000,47.342891278,373333,500000,373685,373685,0
dcKA42m16ewGBjirIea44Q==,5000,98.988052568,33333,40000,28156,28156,0
OgZdnLOYQ8euiUR/QdMCuQ==,30000,132.407407407,200000,200000,91425,91425,0
m4/up9BhtnqtrkIDEsAElA==,15000,27,95000,70000,66371,66371,0
ucDNSrPNCRcOVc5bgqts0g==,15000,23.052568697,87500,170000,75456,226369,0
ByFYnNv747una/DQ+TUQDg==,5000,30.052568697,23333,30000,26201,26201,0
ecKtKEQu+QRXlnE+7dAvcg==,50000,59.204898446,266667,300000,242673,242673,1
FDwqlTC2aZp9ljuyt0VE4A==,50000,52.914575866,583333,600000,606162,606162,1
AxCYRB3yC6l5zOyNsSA9Xg==,50000,149.624253285,400000,500000,394640,394640,1
X5y0IMCwQb8jRMbkUMcucA==,5000,98.85902031,20000,20000,18628,18628,0
vdsEhnMOKyJYmw0anv1RAg==,15000,46.753285543,66667,50000,138098,138098,1
i+WK1uWQNTilH/LgmrymbQ==,5000,29.108124253,40000,40000,32098,32098,1
vkv2kOAIuWvrF3qBvvj1AA==,25000,135.172640382,113333,120000,115969,115969,1
tR3dfElf54aTTXczsNuGxA==,40000,55.30167264,166667,200000,171110,171110,1
GED0aQJJ9m3R+MstlZv8uA==,35000,153.149342891,140000,170000,146793,146793,0
acUFCBJeC/WpDBnOU7TTdA==,45000,146.140382317,233333,300000,282506,282506,1
nXyDQu0Ul9VV6UxT7Bf03w==,10000,41.955794504,60000,50000,55752,55752,0
CbnyxgcYCd44EMhTTdTtBQ==,50000,33.204898446,766667,800000,807165,807165,1
pXAfggvVD7n3VKQeAkLrVw==,5000,78.923536439,50000,30000,36591,36591,0
zixlxUmtb7PBQWKuAGrFZg==,45000,152.278375149,250000,300000,234907,234907,0
h7x89LyMaT6QhOto7/vnvw==,45000,105.075866188,256667,170000,257771,257771,1
DQvQuUI/Jde/yIpMapJNSQ==,5000,99.043608124,26667,20000,26884,26884,1
g7ckodcX0vIAMhViK10y+w==,15000,25.988052568,76667,100000,75992,75992,0
IOg7LU61/QnXDFpvNlfwIg==,20000,23.665471923,145000,120000,91562,91562,0
tWnFiOP5JuFBOEVimAJ11g==,40000,33.172640382,176667,220000,165732,165732,1
zKi+VasEAcn0TdUzxHHD2g==,50000,85.688769414,573333,700000,555152,555152,1
PzhOuSK4b2CFbJWmRzDWew==,15000,88.407407407,73333,160000,70369,70369,0
D4kDUFmpVRu5y8HlZPxF1g==,20000,45.697729988,96667,70000,98300,98300,0
qOUhELGS8cyzVwZkJxRlxg==,20000,46.665471923,86667,20000,88768,88768,0
ajTALdz1HkixuHGCsgFTJg==,15000,105.729988052,85000,120000,52233,78350,0
ib8BTuBGbggTCTjuEs77yQ==,5000,23.149342891,90000,90000,37626,112877,0
mUiit+rKOK4EJE2JNcDY4w==,50000,27.278375149,426667,450000,423908,423908,0
4Mi7HMCXVbn3c0FZU+1LIw==,5000,28.826762246,33333,70000,33097,33097,0
AVlk8GBVRLOyOA/5a9znwA==,10000,31.246117084,53333,50000,56450,56450,0
m7fTEpx92tB71gLZrFj42Q==,5000,31.633213859,33333,20000,35852,35852,0
8/jF0k/myahsLdSpLiuP7w==,50000,105.688769414,300000,250000,300472,300472,1
/FVz8Ulkp7Z7S2FcR9y9AA==,25000,45.729988052,100000,100000,95336,95336,0
YxlihhvSl4hXWiP/ogkWiA==,40000,68.269414575,190000,200000,177979,177979,1
y2R+aRZluNxSb/c2uLo3Bw==,10000,43.729988052,70000,50000,45894,68841,0
htDeBZ3zt7XlNo1gx+AOpQ==,40000,23,305000,460000,224667,224667,1
IeY5WO9qdf91Z2uwK7fb/Q==,20000,24.536439665,83333,110000,90021,90021,0
VYsP5DGUP0I019xfRAHgAQ==,50000,27.527479091,713333,700000,720570,720570,1
nBQi1tsjHqa5G9KXXPL5+g==,20000,57.688769414,80000,120000,108776,108776,1
3d3/yOlMimJmyTaRN1k6Mg==,15000,110.108124253,56667,100000,52829,52829,1
V7Ya4IXvdbM4bjBTILiagw==,50000,92.882317801,316667,300000,271850,271850,1
/El1nyTfxOdF9Kn9I1HiLg==,50000,201.94683393,283333,350000,299256,299256,1
fdmv/m7+1PJfP60VE9glmw==,35000,97.817801672,150000,100000,159636,159636,1
Qv1HnwRPe/kDinDqdR4RTw==,15000,27.923536439,66667,100000,36427,36427,0
Y+bbfXG8JA47nkHv/r93MA==,35000,169.430704898,150000,150000,145496,145496,1
rk2NjNURTKUU2+IjgSPa3g==,30000,33.721027479,120000,250000,117808,117808,1
YIhnc5UAj8HZBgQUvfOhRQ==,15000,46.729988052,66667,70000,65082,65082,0
IjH2dnpUPbXIJheDkjyD1A==,50000,125.181600955,290000,470000,299757,299757,0
YsC3BFvJTF6H1mUEEIVWnw==,40000,31.366188769,166667,230000,163807,163807,1
VJEmDq8qSJ4wUltUu9FFoQ==,50000,77,266667,230000,265324,265324,0
ox6iyiHj/SSrteSAxGG9xA==,50000,62.721027479,436667,720000,463679,463679,1
sHRRNqc5T8ks+OaapnuPKw==,15000,146.471923536,76667,50000,63900,63900,0
reNQAhxDr4FDx9Bhnip2HQ==,30000,73.891278375,133333,200000,114316,114316,0
sKHF5fICk85fZ6UxYmh/uw==,5000,28.278375149,33333,20000,32517,32517,0
01zXN0ZdOu4TL8cIYCyXhQ==,40000,85.94683393,200000,280000,273788,273788,1
ygeVbORuvY/aRQJDdWUmwQ==,25000,85.624253285,106667,190000,111967,111967,1
1hypXQWxoyD8PybQcdj9lw==,5000,133.923536439,60000,60000,17925,26888,0
uOJi2QJexR5uz0u5T6XopA==,5000,28.407407407,26667,40000,38413,38413,0
UFbXAzSOTdYAeBmi6lh5Rw==,15000,29.794504181,170000,170000,61402,61402,0
3SfXF6MBuQhKqlWGAnHKkg==,35000,32.65651135,150000,120000,195482,195482,1
Z/u6NHdB1wf39jWMIP9L+g==,25000,24.697729988,106667,20000,106265,106265,0
yQ/OT3FQDrwGXInT6+O7fQ==,50000,85.753285543,353333,430000,323707,323707,1
mlIO9y3wLTT2OnQGCCjmhQ==,5000,147.5041816,36667,10000,38267,38267,0
IHz2/VWYyGCkaV4cScO9hw==,30000,70,123333,100000,123657,123657,0
C9iuXNzLGLN7/NsxdjuAmg==,15000,27.729988052,70000,50000,73691,73691,0
WKhqAYnFI9xmU7X98QTaGg==,10000,25.891278375,60000,60000,59326,59326,0
9+Ho7UI8YfSzOc7m5qzEIA==,50000,25.462962962,533333,1000000,534350,534350,1
cIY0cpsIXyll3hKnIMes8A==,15000,46.633213859,66667,50000,78580,78580,0
bxz+X10X2iRKq98xs3SB1A==,20000,112.342891278,80000,100000,96338,96338,0
6MBdscOXbFINisBw8mk5lg==,5000,63.794504181,25000,20000,16416,16416,0
C6hC/JzZANiPWxROZ0NFfA==,40000,87.043608124,203333,230000,198388,198388,1
XIdG6cNYCGxyCwib1VyemQ==,50000,45.140382317,300000,730000,160049,160049,1
hQbkSx4sjHDhMWgw5z8E7Q==,45000,79.882317801,223333,240000,229669,229669,1
CsObrH/uS5S50VjwP1zh6w==,50000,107.762246117,360000,420000,368729,368729,0
6N6sBhsNujrQe23fVjypOA==,20000,100.600955794,86667,60000,84878,84878,0
ijrtNub22KUx7JU62QRjAg==,5000,27.785543608,50000,20000,42854,42854,1
NzlN6mWBVkGSJ1fVi6UxPQ==,10000,25.052568697,40000,40000,42883,42883,0
DyiPsVzhH/NK1d3xuwhWNg==,15000,118.891278375,95000,90000,56175,56175,0
B5zRnkpBJIxuHKprZpwmFg==,20000,34.149342891,83333,10000,83262,83262,0
0D9t2EVnnRcVjSrMVyWSLA==,20000,70.043608124,96667,170000,95643,95643,1
s8pwb7j1ATcb5nG0QRVObg==,5000,30.052568697,37500,70000,23296,34945,0
HP/k/M2uz18CXk0MgZjwCA==,35000,31,143333,180000,143482,143482,0
foXPn56kvRV6ZIrbWpe0ng==,50000,51.688769414,616667,700000,592478,592478,1
7bhCZMNfoYm0Y0g3GDuwIg==,30000,159.753285543,133333,200000,155305,155305,1
p8BOJNhv7nF4U+Kszi5A2A==,40000,50.721027479,183333,220000,184129,184129,1
7COeoReNgNb61GOQcf55CA==,10000,28.891278375,53333,60000,66417,66417,0
8ieNnRIYEgTSSUd4mcDZ8w==,40000,161.817801672,216667,300000,259380,259380,1
kf8rMGXes6J7Xh7YQaf66A==,30000,127.439665471,133333,150000,133076,133076,0
y/3j2TfyhLAwAM6LVVk+Wg==,20000,132.246117084,83333,130000,78289,78289,0
CBSklhLc7Ab2wh5mneNxbA==,40000,130.140382317,210000,100000,181893,181893,1
HnPUUosllHSamw9reOXSBg==,50000,83.688769414,610000,200000,736577,736577,1
nCXM7seHtvG4vqQSRTEjuQ==,50000,61.624253285,433333,200000,474932,474932,1
3i6soGxV/9tRoLwVkI8vBg==,50000,101.075866188,293333,430000,293093,293093,1
h3wIjdHKhtdocubzJ9jL1A==,50000,97.366188769,513333,740000,412092,412092,1
Te5A/ztFnvdYcoQdEHyDaA==,35000,24.697729988,150000,100000,146733,146733,0
XRsWfwKPr8ZhXN5wkvi6oA==,50000,125.310633213,290000,300000,242139,242139,0
x0jWD7G0D2LDkA+azFbc7w==,30000,29.140382317,116667,150000,112021,112021,1
838l6QH3wnTpDJBxzBJBWA==,15000,75.149342891,85000,120000,34965,52448,0
oftHBFFBsH2VVUTKdgqJ3g==,50000,49.65651135,370000,570000,356339,356339,1
V0VDm8fqdIYFplQUgeXWkQ==,20000,121.988052568,83333,150000,69624,69624,0
/JyN8Ab3rwpOmlq432dI3Q==,50000,27.65651135,270000,350000,284581,284581,1
TNz82IqeqMg3VX5ZxTFISw==,50000,157,266667,150000,260621,260621,1
/QAB6bbAvN+MjXGnkryn2A==,10000,25.729988052,75000,50000,69975,69975,0
qoBQO+ZGkgfLxg7MkAGioQ==,35000,60.624253285,140000,220000,139933,139933,1
22ljcmliP4Yx4CwC2hctyw==,30000,46.527479091,123333,120000,115379,115379,1
8iySjmcP4XEAB8y2QVdDuQ==,35000,77.624253285,160000,170000,155372,155372,1
wGqQLRSEXM3sG5I0xVzqBg==,25000,57.052568697,160000,200000,113824,113824,0
zTSLOb9nG9JA9TiBE0qDyw==,45000,32.140382317,240000,290000,223306,223306,1
Humfth0oUsmTAC5E8kEofg==,15000,137.85902031,66667,100000,75421,75421,0
w3nKZ8j0LZy4xG7AWfqgvg==,50000,138.591995221,623333,750000,614611,614611,1
6qH3k/AZ7hvpFbOZBGtbuw==,25000,30,106667,80000,118264,118264,0
w4O5sO4s7em0T66FTVgPxA==,45000,85.65651135,223333,270000,219824,219824,1
wgzBAvc8JRoI6c7vRIlBbQ==,30000,54.149342891,120000,50000,123139,123139,0
oY+Kz6B+9X+J5GqDga3fiw==,50000,70.882317801,266667,200000,253715,253715,1
1i57+0UOIxPk3USREl/Dqg==,35000,34,143333,50000,157022,157022,1
eeui278n8H9n4BkyLrkTjQ==,50000,73.817801672,303333,520000,297371,297371,1
ODeVxrQ31bnINMF202g+6g==,50000,22.633213859,430000,280000,284100,426150,0
s0diFRROEkTV84QyBvDCJw==,35000,27.269414575,150000,240000,156597,156597,1
429I5UBP6/Biv16e56Segg==,10000,23.246117084,80000,140000,48822,73234,0
NPt8PaKoKZ04avR291xNMA==,5000,22.729988052,21667,40000,17139,17139,0
ilLD4w4Y1gxGTXjVZYcyKw==,40000,24.495221027,173333,150000,286118,286118,1
ngEuFj0+rU6HjYQoccx10A==,25000,24.536439665,106667,120000,92667,92667,0
+k3IG8sAXEINvlTTii/Hyw==,20000,25.375149342,125000,130000,82368,123553,0
pFZFj4H93rgc+DsTPzX+GQ==,15000,115.697729988,73333,20000,85151,85151,0
DxWYHDffIyZwt//i0EROXg==,15000,75.633213859,60000,60000,60003,60003,0
z5f+H8jytJjed0YEfJ2xjg==,10000,87.084826762,46667,40000,49088,49088,0
RE4JStL7V4Fh8X7UJ4bOWA==,15000,89.5041816,66667,100000,88134,88134,0
O838tvG3RT4bkT/0hwpNxw==,50000,153.65651135,933333,900000,907158,907158,1
FNyDnOofie4SurfVY0lPAQ==,5000,55.729988052,25000,30000,15360,15360,0
OCvspUe8FiSRD4YDIwyuNg==,45000,109.591995221,251667,310000,228800,228800,1
QW7ng1tmFy/Yh2GL1PD23g==,10000,47.697729988,53333,70000,74298,74298,0
BpfJu30Ucw9TPgnV/GWH8w==,50000,144.398446833,266667,200000,256248,256248,1
FiUD3OJyG/JmGb/Fc8l3iw==,10000,128.762246117,40000,20000,39998,39998,0
xz7t4zTL1oACbQTeaEgokg==,50000,96.882317801,383333,450000,395796,395796,1
LrqqN69TNsgO/dR4T2t7bQ==,45000,123.204898446,250000,300000,264065,264065,1
LVOuztjgjiJbrORZL7sPPQ==,40000,37.633213859,173333,230000,159562,159562,0
jG+PI8NHIklezXDTHa6RNA==,50000,148.043608124,268333,220000,284280,284280,1
6137/TwRoP9fNF6Af52htA==,5000,40.665471923,45000,40000,48723,48723,0
1CPbfCr6VQySMtdN1yw7kw==,5000,32.697729988,20000,20000,37435,37435,0
ua8Il0dokdKr1sNmyrlBYA==,10000,115.600955794,43333,70000,42343,42343,0
xUlYSy3ZuvUC8RAtbThURA==,35000,78.65651135,163333,150000,148519,148519,1
LJ96tnxAKCimj5KebZkD7w==,30000,98.753285543,120000,120000,90400,90400,1
9r/uZfaJxiotiZzcLHBccg==,15000,146.342891278,110000,120000,104617,104617,0
hb0UCeNhRfBn0bAUcug9XA==,50000,93.269414575,633333,600000,595032,595032,1
xxAqHaF+yVO6RoGA9XoHSg==,50000,78.955794504,266667,200000,260459,260459,0
dXLl8DGYZ+6hTS87/KI5Ag==,45000,112.591995221,233333,200000,214172,214172,1
Iz/hkP/veI3iW7Ycd0LjRA==,25000,145.923536439,110000,130000,101726,101726,0
rwe4pWQBHrnEKR2zOG8wIw==,35000,67.246117084,146667,100000,146001,146001,0
cKKTKVsGnNpe5T3PwZ0KYg==,45000,39.624253285,223333,450000,195766,195766,1
h+9ba5Jzhee1L+MmyDhQKA==,20000,58.721027479,96667,90000,96902,96902,1
1DhZUj3l/BanPUwNTHcRUQ==,45000,68.850059737,260000,220000,297159,297159,1
Mk7apLuTo6UY+i7yXLwLmw==,30000,112.269414575,200000,200000,152992,152992,1
gFULO6UZKULr4oAfQmh+pw==,5000,136.633213859,30000,20000,34155,34155,0
MDbnJvgY6M5lsl8OgPcj8A==,50000,48.559737156,333333,160000,314650,314650,1
IL1t089TUF6OinwpOPCuDA==,25000,26.955794504,160000,220000,110319,110319,0
n4XUKiLPJsJ4h9vEY0eo8Q==,10000,26.633213859,53333,60000,50551,50551,0
W2zTWinCvwyFFNCH2EpDCw==,10000,24.826762246,50000,50000,50000,50000,0
5/CLiMEC2y/N3OPOngUkgw==,15000,109.665471923,63333,20000,69111,69111,0
zI4M4TUcNB9vlliCZKfTPg==,15000,31.278375149,63333,50000,64238,64238,0
qOEotfD1owKwlxW76mW5GQ==,20000,51.94683393,86667,80000,80072,80072,1
db3SwJ5ATHeFjZPU65zN8g==,15000,74.891278375,110000,200000,78935,118402,0
VoDI1aCucNjEmraRueU3rA==,35000,116.237156511,140000,160000,142353,142353,1
mg3g/hYX2txKNpB7QEujdg==,50000,31.914575866,286667,540000,298884,298884,1
V5ZqY6i3I2mokaLLCe7qzQ==,45000,25.882317801,233333,310000,228312,228312,1
7HwBPM82T/zmlAogK8qKbw==,10000,23.5041816,77500,150000,61667,185000,0
J7Me+oMokfBUMbFwTLYK7A==,40000,64.269414575,193333,150000,198375,198375,1
USa4ve8EutcFVxCvNVf/qQ==,5000,57.665471923,40000,40000,86898,86898,0
xtc2/9NTuJ8TASW9pF+qmA==,50000,24.94683393,346667,270000,375262,375262,1
TptMrHgmScKC7SfLowbUfg==,5000,26.117084826,30000,10000,20000,30000,0
kUfD30BQC9CpYuQTz9nP/g==,45000,70.914575866,223333,200000,219686,219686,1
4no9BmUWX1o4GVwdTmS46Q==,15000,91.149342891,66667,100000,94225,94225,0
oHZClzRf85YKu06n+aTWKQ==,50000,98.366188769,730000,680000,825065,825065,1
pIydgQcgXlIo49fzbv3nCw==,50000,117,290000,440000,265703,265703,1
aMjqJFrMIexg3YXXEPUtAw==,40000,149.850059737,176667,280000,194414,194414,1
d1qgjb57Gx49HWwZYvMLRQ==,50000,88.462962962,366667,450000,398437,398437,1
F4t/UUhjhuiRHYniria/7Q==,10000,56.430704898,50000,70000,61184,61184,1
YdTRgYDk+0uXmscjkE4XoQ==,50000,122.817801672,700000,900000,746534,746534,1
D1tqDK4ptMxuZeVNgRDgfw==,5000,34.439665471,26667,20000,30016,30016,0
bUcMMPPafcxnkzurzFk1bQ==,40000,111,200000,300000,209635,209635,0
UpZN8AnNcN6XjqqQiLEs5Q==,10000,150.762246117,50000,50000,35006,35006,0
FqBBRFST1JmAQFLMeyKgZg==,5000,44.826762246,26667,50000,22863,22863,0
aXPEZQB7YaFRX9nOSvjF4Q==,50000,142.333930704,276667,340000,278676,278676,1
mc48i0fWsGfdxgDCDF6tqA==,50000,38.430704898,386667,400000,372445,372445,1
UKDYmoFCo/R4+DnXJTFn9A==,35000,145.084826762,146667,140000,141306,141306,0
nnIzRLOPILtwlsgVHtEFLQ==,50000,98.753285543,346667,570000,339338,339338,1
pW1OAGJBMYLqD9Ei+9x67A==,50000,26.850059737,333333,330000,326809,326809,1
ZIrGBv7doNHFldeZ/+o6HQ==,50000,34.462962962,293333,300000,293961,293961,1
YUh2bKNJZbsbgXfz+WBG+w==,45000,64.979091995,246667,260000,258389,258389,1
0/xHy0qocSYtRIRIIyi/0w==,50000,156.172640382,360000,360000,361258,361258,1
gv569H/uKh29ZLSV3xQIVA==,50000,37.527479091,323333,400000,326332,326332,1
CUNIoGWL5DyeGK9rSt+/WA==,15000,86.108124253,60000,90000,62688,62688,1
creRGSWMbzTXLJrLzAdswg==,50000,133.817801672,403333,370000,359935,359935,1
Bzrp4AMOPSOVFJH185ZHeg==,15000,87.108124253,66667,20000,61357,61357,1
0O36KMaaCvzCLnsnn2D2Vw==,5000,87.117084826,40000,20000,26685,40028,0
o7XuQkclaCrbS3zGO0odtw==,45000,26.204898446,256667,350000,282448,282448,1
7o8UmzR7NhHZtEACHD7n8A==,10000,24.181600955,80000,90000,54464,54464,0
Des07IoEgs+TBmhXYlL90g==,40000,48.914575866,320000,400000,313672,313672,1
iVuZFLZtHHiHmnKLGHhxbA==,20000,32.237156511,86667,100000,90719,90719,1
OupnD2Vx5caRmVJ8abgqHw==,15000,54.882317801,63333,120000,47921,47921,1
Cr1WNmcWWlLJNn0lmsW6tQ==,50000,24.688769414,466667,600000,436951,436951,1
OQXTfUCRP6n5kFqBGr2cJA==,40000,125.237156511,190000,220000,173822,173822,1
AuQqKZfx3X0Sucvv2h3uiQ==,20000,30.988052568,95000,60000,96643,96643,0
5kdTTth00NJ9DUuXEDGeLA==,45000,136.495221027,240000,200000,196333,196333,1
aiPPlR/zDxyA5AfNEtGanw==,20000,53.084826762,96667,200000,96765,96765,0
yAaeYTtBK2kmm3R1RUUHxQ==,50000,93.697729988,330000,370000,321880,321880,0
Z59vb3kTFBypB1S+4FANtg==,20000,132.246117084,90000,100000,95522,95522,0
6n3A9/7crrjQ09RDb3NvNg==,10000,46.624253285,46667,60000,48332,48332,1
caWJqVYWo66LAxcFYDcgQA==,10000,62.697729988,50000,20000,57666,57666,0
iGHGIfobbl8NuTEidViAqg==,40000,40.591995221,170000,70000,164275,164275,1
rv4Ipidx/K4zXJ8ECR9UnA==,5000,27.536439665,36667,40000,41183,41183,0
E9g1nfZBBV8XreJmbZ1e9g==,30000,63.430704898,133333,200000,118388,118388,1
s3K+HDutFcQjUUjfvtn9ng==,50000,79.753285543,540000,620000,596701,596701,1
SsBiqIsijDxNvfNMCAEqzg==,40000,59,275000,450000,229010,229010,1
6xmr74HRwy0UO9sQFpH6OQ==,50000,142.495221027,300000,300000,298794,298794,1
yTZHYF4QgU8lVCoj9+qxpw==,50000,168.817801672,590000,750000,578290,578290,1
OAJthYDEUCdq5+FQ6koDpg==,35000,101.988052568,146667,180000,123457,123457,0
m1b+r6+Cc9qIXe3Cirs4Jg==,15000,47.665471923,56667,20000,73965,73965,0
d736YM4b6SFzfFGf/rjIzA==,50000,115.600955794,336667,260000,335770,335770,0
W6SqePOUnguGhq1HXcO6LQ==,45000,27.753285543,250000,220000,263125,263125,1
nresJZyAFLauCj5oN2SGNw==,40000,129.923536439,183333,300000,210116,210116,0
xIdblkWNR/xdtZshGvu4qw==,35000,160.914575866,150000,200000,143048,143048,1
4/MMD+Qb2LZxhpmXTv0OoQ==,40000,142.826762246,200000,200000,189983,189983,0
1cQblUCrEcKFwK9Wun0puQ==,40000,52.246117084,173333,50000,197402,197402,0
DP7TmH0QggyMG54XxtiEEQ==,5000,28.600955794,40000,20000,29398,29398,0
IC7IZGL02tcuGumMhIb1aA==,25000,28.21385902,100000,100000,111002,111002,0
K6VYQwIpnWTeIE3oD/7YNA==,25000,23.172640382,150000,200000,112111,168166,1
64RzmhuXO2OO1XWr41RtRQ==,20000,24.246117084,86667,90000,77337,77337,0
P1oalEkRHXs/tYX2hF1ODg==,50000,129.753285543,363333,600000,305663,305663,1
v1LMNIlRia8iaWIrK+uv6g==,5000,26.665471923,20000,20000,23550,23550,0
DhHLfPtnSWkm2AOnW2PEuw==,40000,106.729988052,180000,170000,180089,180089,0
jdPpCbfObPWoUWdi13RyXw==,15000,32.988052568,66667,70000,63388,63388,0
+Mjv5Dd8opNODf6PrwVAKA==,25000,112.117084826,106667,110000,105554,105554,0
Z0g+lYIZ1o8sH1v3rVMwzg==,15000,27.278375149,100000,100000,72658,72658,0
Mi7ap0+0NS0d0RCo+MlsIQ==,25000,32.278375149,100000,100000,79691,79691,0
dq+6Iq1xVD39T8weubq2xQ==,40000,51.140382317,173333,100000,172479,172479,1
4c2BCpe9C2YoVv5i9rMYgQ==,50000,98.753285543,500000,250000,512667,512667,1
sZ2QT8XFRsHguKEmvlOE+Q==,30000,54.923536439,120000,150000,114877,114877,0
f6VpKeayyBbmBleHqdwceQ==,50000,64.721027479,293333,270000,300276,300276,1
QbsiTT/trMNdwpG+0BhR2Q==,30000,140.172640382,123333,170000,105372,105372,1
ciiJTqDeR96D+V6L/pNw4g==,15000,98.923536439,56667,80000,55210,55210,0
BGjmmxDFxj8Z7shiguAfZA==,30000,138.172640382,116667,150000,113461,113461,1
wnmrLkSgnDUAbGOf6mII1A==,50000,85.785543608,950000,300000,985655,985655,1
X0y3bOEuatSCfphzyr74kg==,50000,40.688769414,330000,440000,320549,320549,1
180Lwpw5R34jhKj4dWv+TA==,10000,47.85902031,53333,20000,46182,46182,0
DmDik1H43iF1jKkoGeXKqQ==,15000,47.955794504,100000,20000,68444,68444,0
044c2OlajgVdXeF9Ak7mLQ==,10000,23.246117084,72500,140000,39110,117331,0
VmwS0IfcOq8a4YxC+XzCpg==,30000,45.882317801,116667,240000,100154,100154,1
5+9YfDEUSOOaFZz8wH89lg==,25000,45.665471923,113333,50000,112974,112974,0
reEdN31+0uJB8UYbbCGKcg==,25000,27.826762246,106667,20000,108503,108503,0
PbHfQEVLuGBRokREmVWpYQ==,25000,54.591995221,150000,150000,132100,132100,1
XAG3S9RnuTUBc1yAuyU2gw==,35000,92.688769414,150000,290000,140660,140660,1
81AK1nlyUCXX00AWajLW7w==,30000,180.891278375,133333,100000,113179,113179,0
qgyPWOeIfCXdc+udKZXzzA==,10000,146.955794504,46667,40000,65305,65305,0
8SfnG6JSpbuekDcvzO25+g==,15000,135,76667,90000,74658,74658,0
Xl2IVyuKK4AvdnrbLO9Mww==,35000,28.624253285,150000,200000,151475,151475,1
IoWBSozTncp3E/z0o7AJmg==,20000,64.375149342,83333,100000,83109,83109,0
JU2ja5pz+FiGJcwuvp+1Kg==,50000,161.075866188,773333,800000,782880,782880,1
5iuId1yzO1XClhIw6zBT1Q==,40000,108.559737156,265000,290000,231657,231657,1
0CTPjkyhSUYyGXFeACYN4w==,45000,109.721027479,226667,250000,216415,216415,1
5fQ8VVl8pd4AU/XT62C0TA==,40000,92.568697729,250000,200000,126000,126000,0
vHNf9Cgm3ZG9UrMKpoSZNw==,45000,136.65651135,256667,240000,258070,258070,1
XRYsBFMUyqbc32KEnqp7QA==,40000,23.65651135,330000,320000,233973,350960,1
roaNIFEQhrruPYMEp+PYHg==,45000,143.624253285,236667,160000,232206,232206,1
BKa4F5ziRe7nWJkQUEAqng==,40000,62.721027479,203333,150000,158106,158106,1
Tv3hS314jCjPR27BVO2A6A==,15000,100,115000,130000,96472,96472,0
kuFBPrztzi7uzWLeTlBx0w==,50000,130.140382317,346667,440000,285089,285089,1
icTtg1qnokWM56a6QuKd+g==,50000,101.043608124,316667,450000,325259,325259,1
7AMnDPDNcQJcBG87jVHDqQ==,15000,148,110000,200000,83696,125545,0
/lP60YOSFhU2aNH4AsL5Fg==,10000,107.850059737,70000,70000,64876,64876,1
fEuUf6b8Of+HAoht/DWuuw==,40000,90.591995221,183333,350000,163681,163681,1
DgOE4+zj9J0JgEXucf6+Zg==,45000,49.721027479,230000,190000,222701,222701,1
lUlcf5IhjXSPW9BF9QKYRw==,5000,32.439665471,35000,40000,28730,43096,0
cwiIBoeU4YtfB105JdubQw==,35000,25.439665471,150000,70000,149997,149997,0
khMlwUtEkFK0x3NtGXQdfw==,10000,76.278375149,50000,50000,43550,43550,0
OSjkQBDt4SbYDRvvuGaMug==,5000,51.462962962,23333,20000,25515,25515,1
F/nuFwAM3/zz73JHbY79Xw==,20000,67.407407407,90000,100000,89389,89389,0
wRfMuIFn8QaPpOIotgyOBw==,20000,90.721027479,86667,160000,81128,81128,1
siXEzO9RSgX2omgck69Nhg==,5000,122.600955794,30000,20000,23178,23178,0
PoFt7ha2iqkYKpUxJEx9GQ==,20000,30.955794504,83333,120000,84111,84111,0
pa/U6/lI46NQioY0LMOMsQ==,50000,28.94683393,346667,340000,349584,349584,1
xt7pb1zToNQsDANhsc6JmA==,25000,53.536439665,100000,150000,98950,98950,0
txQ9Md1ir/NhS/q4rUCZlg==,5000,33.988052568,55000,60000,35668,53503,0
+SUVZOf3Qf4/F5908rUylw==,50000,123.052568697,296667,370000,305273,305273,0
8suvpFz2XMfynSvsl1K6dA==,20000,92.591995221,96667,170000,93410,93410,1
0UO6CgOc43GD5YOEgw0PyQ==,25000,93.794504181,110000,160000,105199,105199,0
